0.0,1571641
10.0,12841
15.0,13871
20.0,13925
25.0,13597
30.0,18183
35.0,29102
40.0,22151
45.0,25087
50.0,20654
55.0,18410
60.0,24523
65.0,20458
70.0,19656
75.0,15014
80.0,16722
85.0,19713
90.0,14793
95.0,28295
100.0,29276
105.0,21383
110.0,11468
115.0,18600
120.0,19618
125.0,21947
130.0,25062
135.0,27706
140.0,26483
145.0,24392
150.0,10721
155.0,30426
160.0,52730
165.0,45460
170.0,35323
175.0,42276
180.0,39229
185.0,44129
190.0,32582
195.0,36832
200.0,26241
205.0,31873
210.0,48968
215.0,49689
220.0,37083
225.0,34817
230.0,30512
235.0,25530
240.0,21993
245.0,19871
250.0,16331
255.0,22825
260.0,26013
265.0,25938
270.0,16284
275.0,31208
280.0,16545
285.0,25537
290.0,13955
295.0,30990
300.0,52607
305.0,36146
310.0,26806
315.0,36814
320.0,31334
325.0,17416
330.0,13464
335.0,21176
340.0,18836
345.0,20053
350.0,14371
355.0,12684
360.0,16630
365.0,17663
370.0,15261
375.0,16170
380.0,14811
385.0,12303
390.0,13304
395.0,18062
400.0,19738
405.0,17610
410.0,15781
415.0,21331
420.0,21066
425.0,19570
430.0,15305
435.0,34670
440.0,31769
445.0,24726
450.0,19629
455.0,86835
460.0,20218
465.0,20586
470.0,15276
475.0,13434
480.0,12247
485.0,14346
490.0,19861
495.0,30874
500.0,18426
505.0,19261
510.0,12826
515.0,16926
520.0,11432
525.0,13902
530.0,10709
535.0,17120
540.0,14896
545.0,16050
550.0,12231
555.0,19466
560.0,21435
565.0,21474
570.0,15070
575.0,19025
580.0,11796
585.0,18029
590.0,10117
595.0,18536
600.0,12639
605.0,17099
610.0,13251
615.0,15316
620.0,17240
625.0,17781
630.0,15400
635.0,16557
640.0,15595
645.0,16585
650.0,14123
655.0,16483
660.0,14279
665.0,16119
670.0,12660
675.0,16846
680.0,17244
685.0,17374
690.0,15258
695.0,19070
700.0,17738
705.0,16392
710.0,17138
715.0,20017
720.0,18602
725.0,19611
730.0,16521
735.0,11588
740.0,11903
745.0,15992
750.0,14759
755.0,17287
760.0,14919
765.0,19920
770.0,22606
775.0,19420
780.0,33229
785.0,25061
790.0,24150
795.0,36742
800.0,32853
805.0,23272
810.0,22043
815.0,18967
820.0,19113
825.0,18951
830.0,17867
835.0,19601
840.0,21316
845.0,16423
850.0,15288
855.0,16706
860.0,16190
865.0,22408
870.0,22009
875.0,21779
880.0,16765
885.0,15909
890.0,12665
895.0,21036
900.0,15286
905.0,15450
910.0,21083
915.0,18759
920.0,25348
925.0,15998
930.0,14973
935.0,18567
940.0,22731
945.0,16938
950.0,18460
955.0,18226
960.0,17031
965.0,13722
970.0,14258
975.0,19258
980.0,26668
985.0,28043
990.0,15059
995.0,16918
1000.0,18260
1005.0,16962
1010.0,23590
1015.0,30470
1020.0,22128
1025.0,18454
1030.0,29232
1035.0,22215
1040.0,40631
1045.0,31505
1050.0,19066
1055.0,19471
1060.0,22279
1065.0,23804
1070.0,27573
1075.0,31073
1080.0,51117
1085.0,42635
1090.0,52229
1095.0,34741
1100.0,46808
1105.0,29898
1110.0,40831
1115.0,37930
1120.0,27814
1125.0,30106
1130.0,24766
1135.0,26265
1140.0,23821
1145.0,25553
1150.0,20128
1155.0,22238
1160.0,24760
1165.0,17470
1170.0,21107
1175.0,21562
1180.0,21851
1185.0,23330
1190.0,25705
1195.0,20706
1200.0,19328
1205.0,15720
1210.0,17245
1215.0,16531
1220.0,8233
1225.0,12973
1230.0,9501
1235.0,18581
1240.0,18173
1245.0,13933
1250.0,17587
1255.0,19650
1260.0,15924
1265.0,20022
1270.0,14576
1275.0,15275
1280.0,23682
1285.0,18594
1290.0,13733
1295.0,17261
1300.0,12399
1305.0,18705
1310.0,19907
1315.0,18401
1320.0,45209
1325.0,43502
1330.0,41228
1335.0,55159
1340.0,43154
1345.0,44407
1350.0,34911
1355.0,32616
1360.0,31632
1365.0,45308
1370.0,42729
1375.0,37351
1380.0,43869
1385.0,38455
1390.0,56710
1395.0,48338
1400.0,53592
1405.0,64130
1410.0,31634
1415.0,25514
1420.0,27563
1425.0,34834
1430.0,30032
1435.0,24636
1440.0,27536
1445.0,36860
1450.0,52631
1455.0,27792
1460.0,22568
1465.0,22110
1470.0,24383
1475.0,23076
1480.0,26203
1485.0,25800
1490.0,30237
1495.0,42302
1500.0,19786
1505.0,17988
1510.0,32936
1515.0,45130
1520.0,39951
1525.0,26661
1530.0,17298
1535.0,25362
1540.0,29964
1545.0,20432
1550.0,21127
1555.0,24173
1560.0,29988
1565.0,27791
1570.0,33167
1575.0,26725
1580.0,24456
1585.0,26630
1590.0,24925
1595.0,18348
1600.0,18740
1605.0,25751
1610.0,16244
1615.0,20907
1620.0,20766
1625.0,28882
1630.0,31392
1635.0,29168
1640.0,40257
1645.0,29165
1650.0,23664
1655.0,27038
1660.0,19302
1665.0,24744
1670.0,27493
1675.0,24036
1680.0,20070
1685.0,26155
1690.0,22279
1695.0,22300
1700.0,27328
1705.0,34769
1710.0,26464
1715.0,30283
1720.0,31461
1725.0,40062
1730.0,25797
1735.0,32356
1740.0,36443
1745.0,55428
1750.0,45456
1755.0,39318
1760.0,48487
1765.0,50551
1770.0,46879
1775.0,37061
1780.0,24298
1785.0,23034
1790.0,23377
1795.0,31473
1800.0,30725
1805.0,23662
1810.0,30062
1815.0,25245
1820.0,19009
1825.0,24010
1830.0,25670
1835.0,26052
1840.0,23311
1845.0,19125
1850.0,21984
1855.0,29144
1860.0,34658
1865.0,31662
1870.0,21692
1875.0,27885
1880.0,30719
1885.0,28819
1890.0,22799
1895.0,94049
1900.0,32017
1905.0,25792
1910.0,31551
1915.0,45423
1920.0,24360
1925.0,28781
1930.0,29088
1935.0,56262
1940.0,59814
1945.0,35950
1950.0,30090
1955.0,38677
1960.0,27760
1965.0,25560
1970.0,22600
1975.0,19127
1980.0,22492
1985.0,21809
1990.0,15641
1995.0,26760
2000.0,27042
2005.0,21163
2010.0,31209
2015.0,28449
2020.0,31466
2025.0,15955
2030.0,25948
2035.0,24776
2040.0,20723
2045.0,23943
2050.0,20486
2055.0,23990
2060.0,30938
2065.0,26106
2070.0,16906
2075.0,17269
2080.0,16565
2085.0,13363
2090.0,15559
2095.0,21869
2100.0,26671
2105.0,24475
2110.0,27000
2115.0,31628
2120.0,29141
2125.0,18501
2130.0,14761
2135.0,34370
2140.0,34930
2145.0,29443
2150.0,17842
2155.0,18066
2160.0,17504
2165.0,9782
2170.0,17006
2175.0,14441
2180.0,16694
2185.0,13168
2190.0,13793
2195.0,19996
2200.0,22176
2205.0,18533
2210.0,13554
2215.0,14304
2220.0,25738
2225.0,18305
2230.0,18378
2235.0,19088
2240.0,19382
2245.0,18425
2250.0,22999
2255.0,25055
2260.0,35130
2265.0,20912
2270.0,17556
2275.0,19391
